상권_코드,상권_코드_명,상권_구분_코드_명,상권_유형_더미,자치구_코드,자치구_코드_명,면적_km2,log_sales,log_sales_total,유동인구,직장인구,점포_수,개업률,폐업률,경쟁_집중도,식음료_비율
3110020,서울국제고등학교,골목상권,0,11110,종로구,0.133692,16.64526816787388,21.48702670510479,2043347.0,448.0,126.75,3.5229,2.57125,1.139763779527559,0.47834645669291337
3110022,경신고등학교,골목상권,0,11110,종로구,0.060182,15.910161937099025,20.537477536371647,487269.5,237.0,102.25,4.65105,2.686975,1.026829268292683,0.22195121951219512
3110024,혜화동주민센터,골목상권,0,11110,종로구,0.05285,16.819703033132548,21.235439776351896,462243.5,365.0,82.75,4.257925,2.1233,1.0090361445783131,0.3313253012048193
3110027,혜화역 1번,골목상권,0,11110,종로구,0.117673,14.18361887683303,18.4140224781385,577427.25,138.0,68.75,3.63415,2.919875,1.0434782608695652,0.40217391304347827
3110028,이화달팽이길,골목상권,0,11110,종로구,0.159124,16.959226620963392,22.045151758174374,1980090.5,489.0,161.75,3.5477,1.711225,1.0509259259259258,0.30246913580246915
3110029,동대문역 1번,골목상권,0,11110,종로구,0.15323,16.57491121472323,21.451980708135807,2791129.5,134.0,131.25,3.815575,3.6319749999999997,1.085551330798479,0.25285171102661597
3110033,창신역 4번,골목상권,0,11110,종로구,0.077869,16.118317394798964,20.452189914883718,620989.0,188.0,76.25,2.5980499999999997,1.65385,1.088235294117647,0.16993464052287582
3110035,동묘앞역 2번,골목상권,0,11110,종로구,0.095779,15.702831999301893,20.591280041775544,1784447.25,263.0,132.75,3.1885250000000003,3.9419,1.0958646616541354,0.23308270676691728
3110037,신설동역 12번,골목상권,0,11110,종로구,0.055232,14.747244958472006,19.32449310021433,1017999.0,625.0,97.25,3.597875,3.605875,1.0692307692307692,0.2641025641025641
3110040,중구회현체육센터(정화예술대남산캠퍼스),골목상권,0,11140,중구,0.076242,15.19962597686664,19.553067610003367,262209.75,1503.0,77.75,3.5343,2.91375,1.0096153846153846,0.266025641025641
3110041,남산케이블카,골목상권,0,11140,중구,0.13056,17.345414122769,22.397142274231726,319343.5,651.0,156.5,5.5074,1.738475,1.0239234449760766,0.22647527910685805
3110042,남산골공원옆,골목상권,0,11140,중구,0.072607,15.88213887475182,20.004126674299357,209078.0,1222.0,61.75,4.065200000000001,2.1096500000000002,1.064516129032258,0.21370967741935484
3110043,충무초등학교,골목상권,0,11140,중구,0.110058,16.151549516128945,21.294544297539357,1142183.25,2211.0,171.25,4.8004,3.498675,1.1253644314868805,0.19096209912536444
3110048,장충동주민센터,골목상권,0,11140,중구,0.135606,17.78020368775567,22.588273046671354,855257.0,1977.0,122.5,2.650825,1.834325,1.0224032586558045,0.06313645621181263
3110049,장충단 고개,골목상권,0,11140,중구,0.070693,16.32751562212384,21.10794720333555,1077562.25,2326.0,119.25,6.263199999999999,2.94955,1.104602510460251,0.34309623430962344
3110052,장충초등학교,골목상권,0,11140,중구,0.068893,16.109325737643857,21.265246343610606,642712.0,640.0,173.5,3.48265,1.752125,1.0546762589928058,0.2014388489208633
3110053,청구역 1번,골목상권,0,11140,중구,0.08555,16.134311292242213,21.20160856009283,1142133.25,72.0,158.75,2.991575,1.734575,1.0896226415094339,0.1430817610062893
3110054,청구역 3번,골목상권,0,11140,중구,0.069155,17.65383056381387,22.954139623966412,1124762.25,1778.0,200.5,5.6369,2.386975,1.0846824408468243,0.13947696139476962
3110056,신당역 3번,골목상권,0,11140,중구,0.129607,16.089865424523758,21.57972702718836,2080304.25,575.0,242.25,3.318525,1.34415,1.0536082474226804,0.1979381443298969
3110058,성심여자고등학교,골목상권,0,11170,용산구,0.13562,16.46097503148932,22.048052209225013,1339239.25,1367.0,267.0,2.90475,1.6987,1.048643592142189,0.17399438727782976
3110059,새남터성지,골목상권,0,11170,용산구,0.05697,16.399416095613716,21.344491219526606,528780.25,1547.0,140.5,2.295625,1.968475,1.0692717584369449,0.16518650088809947
3110060,효창공원앞역 6번,골목상권,0,11170,용산구,0.094719,16.01182409962977,20.96585927904796,1105712.75,1012.0,141.75,2.6473250000000004,2.483725,1.0862676056338028,0.1637323943661972
3110061,효창동주민센터,골목상권,0,11170,용산구,0.100249,15.983285277812115,20.639592523629663,1410462.75,474.0,105.25,3.571675,2.3789,1.033175355450237,0.18009478672985782
3110062,한강로동땡땡거리(은행나무길),골목상권,0,11170,용산구,0.132684,16.592325217230233,22.05188803320846,686833.75,4053.0,235.0,2.7634,1.910025,1.0371944739638683,0.332624867162593
3110063,효창공원앞역 5번,골목상권,0,11170,용산구,0.110329,16.56142258834154,22.027144005702432,986795.5,985.0,236.5,3.98535,2.32915,1.0454065469904963,0.26399155227032733
3110064,효창공원앞역 2번,골목상권,0,11170,용산구,0.13155,17.37468120997313,22.385216455719082,1285909.75,822.0,150.0,4.17765,2.173725,1.0732113144758735,0.16139767054908485
3110066,서울역 15번,골목상권,0,11170,용산구,0.133737,17.094891999404087,22.271776116077177,1671749.5,1005.0,177.25,4.7669250000000005,2.4106249999999996,1.0859154929577466,0.29577464788732394
3110067,배문고등학교,골목상권,0,11170,용산구,0.204936,15.61228932852535,20.704397262273876,2265714.25,664.0,162.75,3.047375,2.1449249999999997,1.0460122699386503,0.18558282208588958
3110068,남영역 1번,골목상권,0,11170,용산구,0.145312,17.24712634336188,22.56766738419286,1704456.75,981.0,204.5,2.6914,2.204175,1.0769230769230769,0.29914529914529914
3110069,숙대입구,골목상권,0,11170,용산구,0.173542,17.38473934172949,23.30826455966095,2543964.5,893.0,373.75,6.0235,5.222325,1.2399732620320856,0.4425133689839572
3110074,서울역 12번,골목상권,0,11170,용산구,0.105922,16.902828629412973,22.437192580728045,904458.0,2333.0,253.25,3.5523249999999997,2.2720000000000002,1.0798816568047338,0.4250493096646943
3110075,숙대입구역 1번,골목상권,0,11170,용산구,0.128905,15.927889449584598,20.916487981559698,935972.0,2196.0,146.75,4.4266000000000005,2.02295,1.0952380952380953,0.1921768707482993
3110079,후암동주민센터,골목상권,0,11170,용산구,0.293041,16.74394010733819,22.61521125029201,2362009.75,1008.0,354.75,4.216475,2.5442,1.0570422535211268,0.2669014084507042
3110080,해방촌예술마을,골목상권,0,11170,용산구,0.134562,16.22692634850771,21.20844134226898,1711664.0,237.0,145.75,4.9361,3.079875,1.0496575342465753,0.3304794520547945
3110081,해방촌 남동측,골목상권,0,11170,용산구,0.10501,17.00886247972109,22.403562158597644,1583707.0,381.0,220.25,4.080625,3.5196,1.072562358276644,0.4467120181405896
3110082,용산구청,골목상권,0,11170,용산구,0.07114,16.6234697986053,21.61389075439808,456896.0,4710.0,147.0,4.0794,3.062475,1.032258064516129,0.49745331069609505
3110083,서빙고역 1번,골목상권,0,11170,용산구,0.058652,16.56489676889307,20.466718255169962,120778.5,3994.0,49.5,1.9808,1.0004,1.035175879396985,0.1407035175879397
3110084,경리단길북측,골목상권,0,11170,용산구,0.225725,16.380490475753145,22.274881890625,1160666.0,602.0,363.0,5.167475,4.5482000000000005,1.05230557467309,0.41569167240192706
3110085,경리단길남측,골목상권,0,11170,용산구,0.18183,16.41304415948521,22.21886081795494,1331604.75,494.0,332.25,5.1748,5.6391,1.0669172932330826,0.43909774436090226
3110087,이태원엔틱가구거리,골목상권,0,11170,용산구,0.052542,15.527723427362286,20.39132246298926,278240.75,884.0,129.5,3.852625,3.0951500000000003,1.0192678227360308,0.14258188824662812
3110088,오산고등학교,골목상권,0,11170,용산구,0.09656,15.959829950094155,20.625216022884906,393025.75,1241.0,106.25,4.729,1.8782999999999999,1.0938967136150235,0.2793427230046948
3110089,서빙고동주민센터,골목상권,0,11170,용산구,0.105979,16.75741885284325,20.822061092411182,551615.25,1430.0,58.25,2.98825,2.586725,1.0299145299145298,0.17094017094017094
3110090,한국폴리텍대학서울정수캠퍼스,골목상권,0,11170,용산구,0.097059,16.259666542935253,20.82349021358949,667368.0,649.0,96.0,4.655025,2.89155,1.148051948051948,0.2571428571428571
3110091,리움미술관,골목상권,0,11170,용산구,0.055141,15.371947793027225,19.378692473162175,272497.25,875.0,55.0,4.954025,4.12145,1.090497737556561,0.4479638009049774
3110092,NH농협은행 보광동지점,골목상권,0,11170,용산구,0.105153,16.471153781638478,21.51452679571635,1153218.75,270.0,155.0,3.225075,1.93675,1.0563607085346216,0.2109500805152979
3110093,우사단길,골목상권,0,11170,용산구,0.234768,16.327401156488662,22.269385817016627,2729131.75,6641.0,380.75,3.7472,2.4377,1.029527559055118,0.2828083989501312
3110095,한강진역 3번,골목상권,0,11170,용산구,0.149192,16.959587391783458,22.255172238970488,506296.5,3121.0,199.5,4.910125,2.52075,1.0300375469336671,0.37797246558197745
3110099,유엔빌리지길,골목상권,0,11170,용산구,0.263187,15.789727436293886,20.34275649680452,375134.5,1600.0,95.0,4.4425,0.7925749999999999,1.0183727034120735,0.08136482939632546
3110104,신금호역 4번,골목상권,0,11200,성동구,0.066838,15.529312267429761,20.028967399439665,1206261.0,142.0,90.0,2.763,1.95735,1.0554016620498614,0.16620498614958448
3110110,상왕십리역 6번,골목상권,0,11200,성동구,0.051942,15.585697124417512,20.13681748989834,952692.25,255.0,94.75,3.96205,2.122425,1.1,0.14210526315789473
3110112,행당역 2번,골목상권,0,11200,성동구,0.068591,17.02487830366944,21.65153062740759,911122.0,112.0,102.25,4.849575,1.706475,1.1804878048780487,0.22682926829268293
3110113,응봉산,골목상권,0,11200,성동구,0.089115,14.223730409557794,18.27975048697379,240129.5,422.0,57.75,4.3114,2.586725,1.0862068965517242,0.1896551724137931
3110115,상왕십리역 3번,골목상권,0,11200,성동구,0.080878,17.012292543581594,22.122714941755827,803915.75,906.0,165.75,2.858975,1.5034,1.0572289156626506,0.22740963855421686
3110116,청계천박물관,골목상권,0,11200,성동구,0.098083,13.279151817429574,18.620227915094247,759502.0,1577.0,208.75,2.508225,1.913525,1.0035885167464116,0.014354066985645933
3110118,왕십리역 9번,골목상권,0,11200,성동구,0.063575,17.87234730157771,22.753118891516813,1497282.5,281.0,131.75,4.156475,3.0558,1.1704545454545454,0.19507575757575757
3110122,마장역 2번,골목상권,0,11200,성동구,0.080335,16.854675063025034,22.13520625874919,441597.25,847.0,196.5,4.0519,2.426525,1.0775095298602286,0.14993646759847523
3110123,마장역 3번,골목상권,0,11200,성동구,0.169553,16.343073909942532,21.31632340280262,975014.5,682.0,144.5,2.24385,2.08105,1.0397236614853196,0.14680483592400692
3110124,뚝섬역교차로,골목상권,0,11200,성동구,0.079596,16.243155074832053,21.138086772674058,507292.75,1312.0,133.75,4.942575,1.690725,1.0820895522388059,0.1623134328358209
3110125,사근동살곶이상점가,골목상권,0,11200,성동구,0.128923,16.68376468893048,21.342375337968903,885507.25,100.0,105.5,4.257225,3.088875,1.153664302600473,0.3947990543735225
3110128,성원중학교,골목상권,0,11200,성동구,0.24734,17.221068722612458,23.32357577883435,1592637.25,1348.0,447.0,3.473725,2.576125,1.0463946338736725,0.2146450531022918
3110131,성수동카페거리,골목상권,0,11200,성동구,0.131865,18.341185879813757,24.231631628631725,1051906.0,4898.0,361.75,5.7341999999999995,2.55225,1.076657458563536,0.29765193370165743
3110132,성수2가3동주민센터,골목상권,0,11200,성동구,0.07645,15.699488380761483,20.239672815761203,561742.25,943.0,93.75,4.796875,2.3956749999999998,1.0851063829787233,0.2393617021276596
3110133,서울교통공사,골목상권,0,11200,성동구,0.080187,15.292384480231604,19.67114994911865,518910.5,700.0,79.75,2.4621750000000002,1.2310750000000001,1.009375,0.115625
3110134,성수119안전센터,골목상권,0,11200,성동구,0.222826,16.143620090403022,21.809153187273594,1887420.75,802.0,288.75,3.3796,3.471475,1.0484429065743945,0.26124567474048443
3110135,성동세무서,골목상권,0,11200,성동구,0.136762,15.97180431651722,20.93980247806368,326315.0,667.0,143.75,2.7709,2.258525,1.0138888888888888,0.1597222222222222
3110136,경수초등학교,골목상권,0,11200,성동구,0.260628,17.472126044163737,23.328345969996846,989273.0,4130.0,349.5,4.5098,2.7304,1.0614724803431022,0.23731236597569694
3110137,성수초등학교,골목상권,0,11200,성동구,0.330983,17.286825465476163,23.575726736502652,1263561.5,8867.0,538.75,4.595375,2.326775,1.0649350649350648,0.21289424860853431
3110139,자양4동주민센터,골목상권,0,11215,광진구,0.155861,16.92001373450233,22.467493459736684,1971817.0,164.0,256.75,4.932825,2.6391,1.051556420233463,0.24124513618677043
3110140,건대입구역 6번,골목상권,0,11215,광진구,0.179746,16.753718101724974,22.646732043472124,2065393.75,267.0,362.5,4.0686,3.517575,1.050999310820124,0.34803583735354926
3110141,건대입구역 1번,골목상권,0,11215,광진구,0.067458,16.536291656021262,21.405653663613457,1629222.75,108.0,130.25,3.62385,2.667975,1.0957854406130267,0.37547892720306514
3110142,화양사거리,골목상권,0,11215,광진구,0.116892,16.990868433471125,22.467196779726713,1709338.25,110.0,239.0,5.941425,4.922275,1.1128526645768024,0.3782654127481714
3110146,신자초등학교,골목상권,0,11215,광진구,0.106885,15.898422073484577,21.264243839761104,1683025.0,464.0,214.0,4.328275,2.4661,1.0595099183197199,0.22287047841306884
3110147,능동우편취급국,골목상권,0,11215,광진구,0.157029,17.31224877530007,22.539004934956512,1621726.25,267.0,186.25,4.542825,3.3695,1.1032171581769437,0.27479892761394104
3110150,중곡1동 마을마당,골목상권,0,11215,광진구,0.15951,15.580077832262216,20.97887815674232,1530670.25,1691.0,221.25,5.519475,2.9650999999999996,1.0428893905191874,0.1930022573363431
3110151,자양한강도서관,골목상권,0,11215,광진구,0.107574,16.90525983414761,22.25695503731834,1466999.25,647.0,211.0,4.483575,3.453875,1.0899408284023668,0.2556213017751479
3110153,중곡1동주민센터,골목상권,0,11215,광진구,0.050068,13.271061079552982,17.03185947806231,514876.5,235.0,43.0,5.17075,2.32745,1.0867052023121386,0.21965317919075145
3110155,광진구청,골목상권,0,11215,광진구,0.097314,16.40347906755914,21.126303787828626,1074890.25,2088.0,112.5,4.4534,3.1118,1.1130820399113082,0.2926829268292683
3110156,군자역 5번,골목상권,0,11215,광진구,0.153696,16.555349003494428,21.532023223735173,1196573.0,417.0,145.0,3.9815750000000003,2.5949,1.089500860585198,0.1549053356282272
3110157,자양동우체국,골목상권,0,11215,광진구,0.115158,15.583934565730763,20.911733622002227,1005348.75,372.0,206.0,4.25635,3.28185,1.092121212121212,0.22181818181818183
3110158,중곡3동주민센터,골목상권,0,11215,광진구,0.166799,16.4956339307058,22.127672369749973,2384223.75,457.0,279.25,4.55805,3.9387,1.0590339892665475,0.29785330948121647
3110159,구의역 4번,골목상권,0,11215,광진구,0.210895,16.606649596744987,22.60917007006801,3724099.5,2728.0,404.5,5.0402249999999995,3.77865,1.0784434836318715,0.17418159357628166
3110161,중곡역 3번,골목상권,0,11215,광진구,0.141901,16.37648771024331,21.97665550090245,1398943.25,317.0,270.5,3.9703749999999998,2.21675,1.0886426592797784,0.18651892890120036
3110162,군자역 4번,골목상권,0,11215,광진구,0.070945,15.704467345943488,20.468463100598157,661915.0,196.0,117.25,5.133625,2.373475,1.0872340425531914,0.15319148936170213
3110163,성자초등학교,골목상권,0,11215,광진구,0.066483,16.34260240615149,21.51440662181951,701773.25,540.0,176.25,5.804175,4.9685,1.1161473087818696,0.20113314447592068
3110164,아차산역 5번,골목상권,0,11215,광진구,0.08505,17.701033920763795,21.87112510747252,558493.0,162.0,64.75,3.07895,1.1669749999999999,1.073076923076923,0.057692307692307696
